SHIPMENT_ID,ORDER_ID,SHIP_DATE,SHIP_MODE,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION
7795,CA-2015-112711,2015-07-18,Standard Class,Consumer,United States,Amarillo,Texas,79109,Central
7796,US-2015-145121,2015-10-06,Standard Class,Corporate,United States,Middletown,Connecticut,6457,East
7797,CA-2017-166184,2017-03-27,First Class,Corporate,United States,New York City,New York,10035,East
7800,CA-2017-157413,2017-06-06,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
7801,CA-2014-143637,2014-03-29,Second Class,Consumer,United States,Fresno,California,93727,West
7802,CA-2015-102260,2015-09-26,Standard Class,Home Office,United States,Franklin,Tennessee,37064,South
7807,US-2016-137295,2016-01-13,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South
7810,CA-2016-134334,2016-02-15,First Class,Consumer,United States,Clinton,Maryland,20735,East
7814,US-2017-109316,2017-06-10,First Class,Home Office,United States,Los Angeles,California,90049,West
7816,CA-2016-138478,2016-10-26,Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West
7819,CA-2017-150469,2017-01-30,Standard Class,Consumer,United States,San Francisco,California,94109,West
7820,CA-2017-152436,2017-12-10,Second Class,Home Office,United States,Cranston,Rhode Island,2920,East
7821,CA-2016-169334,2016-10-24,Second Class,Consumer,United States,Jackson,Tennessee,38301,South
7822,US-2014-115413,2014-09-01,Standard Class,Home Office,United States,Newark,Delaware,19711,East
7824,CA-2014-125150,2014-05-23,Standard Class,Corporate,United States,Los Angeles,California,90036,West
7825,CA-2015-127327,2015-02-07,Standard Class,Corporate,United States,Rome,New York,13440,East
7826,CA-2017-117114,2017-11-05,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central
7828,CA-2015-137302,2015-05-01,Standard Class,Corporate,United States,San Diego,California,92105,West
7832,CA-2016-112382,2016-05-13,Standard Class,Consumer,United States,Houston,Texas,77036,Central
7833,CA-2015-128958,2015-01-28,Standard Class,Home Office,United States,West Palm Beach,Florida,33407,South
7834,CA-2015-106257,2015-04-17,Second Class,Consumer,United States,Los Angeles,California,90045,West
7836,CA-2015-149083,2015-09-30,Standard Class,Corporate,United States,Seattle,Washington,98103,West
7839,US-2014-137869,2014-04-02,Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central
7841,CA-2016-116603,2016-07-22,Standard Class,Consumer,United States,New York City,New York,10024,East
7842,CA-2014-158470,2014-04-23,Second Class,Consumer,United States,Arlington,Virginia,22204,South
7844,US-2017-123834,2017-07-25,Standard Class,Consumer,United States,Pharr,Texas,78577,Central
7845,CA-2015-125976,2015-10-02,Standard Class,Consumer,United States,Arlington,Virginia,22204,South
7847,CA-2016-128706,2016-03-02,Standard Class,Consumer,United States,Houston,Texas,77070,Central
7848,CA-2016-104311,2016-05-06,Standard Class,Consumer,United States,Irving,Texas,75061,Central
7851,CA-2014-169649,2014-12-15,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central
7853,CA-2015-144890,2015-12-29,Standard Class,Home Office,United States,Los Angeles,California,90049,West
7854,CA-2017-135587,2017-12-12,Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South
7856,CA-2014-103429,2014-06-01,First Class,Corporate,United States,New York City,New York,10024,East
7860,CA-2017-152261,2017-03-06,Standard Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East
7861,CA-2015-142993,2015-10-17,Standard Class,Consumer,United States,Seattle,Washington,98103,West
7863,CA-2015-143364,2015-07-19,Second Class,Consumer,United States,Mesa,Arizona,85204,West
7867,CA-2014-100972,2014-11-24,Second Class,Home Office,United States,Salt Lake City,Utah,84106,West
7868,CA-2016-136994,2016-06-02,Standard Class,Consumer,United States,Los Angeles,California,90045,West
7869,US-2017-166233,2017-07-09,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South
7870,CA-2017-122112,2017-09-29,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East
7871,CA-2016-101672,2016-10-07,Standard Class,Home Office,United States,Lake Forest,California,92630,West
7875,CA-2017-168403,2017-09-15,Standard Class,Corporate,United States,Portland,Oregon,97206,West
7877,CA-2015-148705,2015-03-18,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South
7878,CA-2016-160241,2016-12-04,Second Class,Home Office,United States,Aurora,Illinois,60505,Central
7879,CA-2016-155747,2016-06-21,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
7880,CA-2017-118017,2017-12-06,Second Class,Consumer,United States,Thornton,Colorado,80229,West
7888,CA-2016-113117,2016-08-22,Standard Class,Consumer,United States,Davis,California,95616,West
7889,CA-2016-148684,2016-12-29,Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South
7893,CA-2017-125367,2017-07-30,Standard Class,Home Office,United States,New York City,New York,10011,East
7894,CA-2017-124744,2017-06-25,Standard Class,Home Office,United States,Wheeling,West Virginia,26003,East
7897,CA-2017-128363,2017-08-18,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South
7904,CA-2015-126669,2015-11-13,Standard Class,Consumer,United States,Houston,Texas,77036,Central
7905,US-2015-118766,2015-10-22,Standard Class,Home Office,United States,Dallas,Texas,75217,Central
7907,CA-2016-112585,2016-08-02,First Class,Corporate,United States,San Francisco,California,94122,West
7908,CA-2016-149762,2016-12-07,Standard Class,Consumer,United States,Morgan Hill,California,95037,West
7912,CA-2016-167605,2016-04-30,Second Class,Consumer,United States,Saint Charles,Illinois,60174,Central
7913,US-2017-105697,2017-08-27,First Class,Consumer,United States,Cleveland,Ohio,44105,East
7914,CA-2017-165323,2017-06-21,Standard Class,Home Office,United States,New York City,New York,10024,East
7916,CA-2015-110891,2015-11-24,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East
7917,CA-2017-100783,2017-09-08,Second Class,Home Office,United States,Garland,Texas,75043,Central
7918,CA-2015-152513,2015-07-08,Second Class,Home Office,United States,San Diego,California,92024,West
7919,CA-2017-139822,2017-09-21,Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East
7921,CA-2017-107713,2017-03-17,Standard Class,Consumer,United States,Columbia,Maryland,21044,East
7922,CA-2017-134096,2017-09-29,Standard Class,Home Office,United States,Hollywood,Florida,33021,South
7924,CA-2016-125843,2016-08-16,First Class,Consumer,United States,Springfield,Virginia,22153,South
7926,CA-2017-120404,2017-11-24,Second Class,Corporate,United States,New York City,New York,10035,East
7929,CA-2017-167549,2017-07-27,First Class,Home Office,United States,Dallas,Texas,75217,Central
7930,CA-2016-120082,2016-03-27,Second Class,Corporate,United States,New York City,New York,10024,East
7931,US-2016-168095,2016-07-20,Standard Class,Corporate,United States,Portland,Oregon,97206,West
7933,CA-2017-166093,2017-08-24,Standard Class,Corporate,United States,Brentwood,California,94513,West
7940,CA-2016-146325,2016-12-17,First Class,Corporate,United States,San Diego,California,92037,West
7942,CA-2017-134194,2018-01-01,Standard Class,Consumer,United States,Dallas,Texas,75081,Central
7947,CA-2014-131009,2014-03-05,Standard Class,Consumer,United States,El Paso,Texas,79907,Central
7951,CA-2015-145814,2015-11-24,Standard Class,Consumer,United States,New York City,New York,10035,East
7953,CA-2014-138359,2014-04-06,Standard Class,Corporate,United States,Revere,Massachusetts,2151,East
7955,CA-2017-131807,2017-10-10,Standard Class,Corporate,United States,Chico,California,95928,West
7961,CA-2017-104864,2017-11-23,Second Class,Corporate,United States,Miramar,Florida,33023,South
7966,CA-2015-138219,2015-03-30,Standard Class,Corporate,United States,Los Angeles,California,90049,West
7967,CA-2016-157707,2016-10-12,First Class,Corporate,United States,Denver,Colorado,80219,West
7970,US-2015-126753,2015-08-20,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
7977,CA-2014-166051,2014-06-05,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South
7979,CA-2015-113040,2015-08-31,Standard Class,Home Office,United States,Los Angeles,California,90045,West
7980,CA-2014-103800,2014-01-07,Standard Class,Consumer,United States,Houston,Texas,77095,Central
7981,CA-2014-113383,2014-09-13,First Class,Consumer,United States,Clifton,New Jersey,7011,East
7983,CA-2017-152499,2017-01-25,Second Class,Corporate,United States,Chicago,Illinois,60623,Central
7985,CA-2016-151498,2016-04-24,First Class,Consumer,United States,Seattle,Washington,98115,West
7986,CA-2016-137939,2016-07-23,Second Class,Consumer,United States,Long Beach,New York,11561,East
7987,US-2016-117793,2016-08-29,Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central
7991,CA-2016-133872,2016-06-17,First Class,Consumer,United States,Boca Raton,Florida,33433,South
7993,US-2015-165743,2015-11-23,Second Class,Consumer,United States,Aurora,Colorado,80013,West
7996,US-2017-105998,2017-11-05,First Class,Home Office,United States,San Diego,California,92037,West
7998,US-2014-148194,2014-05-07,First Class,Corporate,United States,Seattle,Washington,98105,West
8000,US-2015-151407,2015-11-12,Standard Class,Consumer,United States,Dubuque,Iowa,52001,Central
8001,CA-2015-110870,2015-12-15,First Class,Consumer,United States,Los Angeles,California,90032,West
8003,CA-2014-143210,2014-12-03,First Class,Consumer,United States,Lowell,Massachusetts,1852,East
8006,CA-2016-139808,2016-10-11,Standard Class,Consumer,United States,Marysville,Washington,98270,West
8007,CA-2015-110863,2015-11-24,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central
8010,CA-2014-127859,2014-03-20,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
8011,US-2015-136427,2015-06-23,First Class,Consumer,United States,Aurora,Colorado,80013,West
8012,CA-2017-120168,2017-05-25,Same Day,Consumer,United States,New York City,New York,10009,East
8016,US-2014-131870,2014-09-11,First Class,Home Office,United States,Lancaster,Ohio,43130,East
8018,CA-2017-114804,2017-10-19,Second Class,Corporate,United States,Modesto,California,95351,West
8019,CA-2017-167227,2017-11-05,First Class,Consumer,United States,Saint Louis,Missouri,63116,Central
8021,CA-2014-129189,2014-07-25,Standard Class,Corporate,United States,Dallas,Texas,75217,Central
8025,CA-2015-132465,2015-09-15,Second Class,Corporate,United States,New York City,New York,10035,East
8029,CA-2016-166373,2016-10-25,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central
8030,CA-2016-158806,2016-01-11,Standard Class,Consumer,United States,Amarillo,Texas,79109,Central
8032,CA-2015-119690,2015-06-28,First Class,Consumer,United States,Houston,Texas,77041,Central
8036,CA-2015-153738,2015-09-22,First Class,Consumer,United States,Lawrence,Massachusetts,1841,East
8037,CA-2017-169012,2017-07-14,Standard Class,Corporate,United States,Columbus,Georgia,31907,South
8038,CA-2017-109393,2017-07-02,Second Class,Consumer,United States,Los Angeles,California,90032,West
8039,CA-2017-121489,2017-08-25,Second Class,Corporate,United States,Seattle,Washington,98115,West
8042,US-2017-133081,2017-03-15,Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East
8044,CA-2017-165008,2017-09-17,Second Class,Consumer,United States,Salt Lake City,Utah,84106,West
8045,CA-2016-145611,2016-09-24,Standard Class,Consumer,United States,New York City,New York,10035,East
8046,CA-2016-113600,2016-12-17,Second Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East
8047,CA-2017-130834,2017-11-06,Second Class,Consumer,United States,Wilmington,North Carolina,28403,South
8048,CA-2016-168543,2016-07-07,Standard Class,Corporate,United States,New York City,New York,10035,East
8049,CA-2014-144974,2014-09-30,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
8052,CA-2014-109904,2014-07-17,Second Class,Corporate,United States,New York City,New York,10009,East
8053,CA-2017-152205,2017-10-05,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
8054,CA-2015-121188,2015-09-04,Standard Class,Consumer,United States,Los Angeles,California,90049,West
8060,CA-2015-156013,2015-09-26,Standard Class,Corporate,United States,Long Beach,New York,11561,East
8062,CA-2016-132997,2016-11-09,First Class,Consumer,United States,Rochester,New York,14609,East
8067,US-2015-160563,2015-10-24,Standard Class,Corporate,United States,San Francisco,California,94109,West
8069,CA-2017-151750,2017-01-05,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central
8076,CA-2015-106187,2015-06-29,Standard Class,Corporate,United States,East Point,Georgia,30344,South
8079,US-2016-164945,2016-11-27,Standard Class,Home Office,United States,New York City,New York,10009,East
8080,CA-2015-150714,2015-11-01,Standard Class,Corporate,United States,Springfield,Oregon,97477,West
8085,CA-2016-105753,2016-10-26,Standard Class,Home Office,United States,Arlington,Virginia,22204,South
8086,CA-2017-120894,2017-05-02,Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South
8087,CA-2016-106621,2016-10-01,Second Class,Corporate,United States,Yuma,Arizona,85364,West
8088,CA-2015-107020,2015-07-14,Standard Class,Consumer,United States,San Bernardino,California,92404,West
8089,US-2015-117492,2015-08-09,First Class,Corporate,United States,Baltimore,Maryland,21215,East
8090,CA-2014-101392,2014-12-13,Standard Class,Home Office,United States,Seattle,Washington,98103,West
8091,CA-2015-127502,2015-12-14,Standard Class,Consumer,United States,San Francisco,California,94110,West
8092,CA-2017-143658,2017-11-13,Second Class,Home Office,United States,New York City,New York,10035,East
8093,CA-2017-133046,2017-08-01,Second Class,Consumer,United States,Seattle,Washington,98115,West
8097,CA-2017-122798,2018-01-01,Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West
8099,CA-2016-169663,2016-03-13,First Class,Home Office,United States,Los Angeles,California,90045,West
8101,CA-2015-149846,2015-05-26,Standard Class,Consumer,United States,Los Angeles,California,90045,West
8105,CA-2017-159149,2017-02-19,First Class,Home Office,United States,Houston,Texas,77041,Central
8108,US-2017-167570,2017-12-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
8109,CA-2017-160122,2017-11-23,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central
8111,CA-2016-130393,2016-12-03,Second Class,Consumer,United States,San Angelo,Texas,76903,Central
8114,CA-2017-144820,2017-10-07,Second Class,Corporate,United States,Pasadena,Texas,77506,Central
8115,CA-2017-101014,2017-09-04,Standard Class,Corporate,United States,Los Angeles,California,90049,West
8116,CA-2017-105543,2017-11-24,Same Day,Corporate,United States,Garden City,Kansas,67846,Central
8117,US-2017-113201,2017-07-05,Standard Class,Consumer,United States,Los Angeles,California,90045,West
8118,US-2017-106551,2017-07-27,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central
8119,CA-2016-116722,2016-11-16,Standard Class,Consumer,United States,San Francisco,California,94110,West
8122,CA-2014-138128,2014-12-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East
8124,US-2017-150070,2017-09-12,Standard Class,Consumer,United States,Modesto,California,95351,West
8125,CA-2015-137064,2015-02-13,Standard Class,Consumer,United States,Houston,Texas,77070,Central
8128,CA-2017-157350,2017-09-01,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central
8129,CA-2014-127866,2014-07-23,First Class,Corporate,United States,Riverside,California,92503,West
8133,CA-2015-131352,2015-10-13,Standard Class,Corporate,United States,Dallas,Texas,75081,Central
8134,CA-2015-121776,2015-02-21,Standard Class,Consumer,United States,Los Angeles,California,90008,West
8136,CA-2016-118073,2016-08-16,Standard Class,Corporate,United States,Lakeland,Florida,33801,South
8137,CA-2014-103219,2014-11-13,Standard Class,Home Office,United States,New York City,New York,10035,East
8138,CA-2016-102561,2016-07-22,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East
8141,CA-2016-100993,2016-02-10,Standard Class,Consumer,United States,San Diego,California,92037,West
8145,US-2014-112949,2014-06-27,Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central
8147,US-2017-146822,2017-06-14,Standard Class,Consumer,United States,Salem,Virginia,24153,South
8148,US-2016-131058,2016-12-31,Standard Class,Home Office,United States,Santa Ana,California,92704,West
8149,CA-2014-167997,2014-01-29,First Class,Corporate,United States,Rapid City,South Dakota,57701,Central
8151,CA-2017-140151,2017-03-25,First Class,Consumer,United States,Seattle,Washington,98115,West
8154,US-2017-143770,2017-03-24,Standard Class,Consumer,United States,Middletown,Connecticut,6457,East
8156,CA-2016-131296,2016-10-09,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East
8157,CA-2016-103464,2016-11-22,Standard Class,Consumer,United States,San Diego,California,92105,West
8158,CA-2017-136238,2018-01-01,Standard Class,Corporate,United States,Odessa,Texas,79762,Central
8159,CA-2016-120803,2016-03-13,Standard Class,Home Office,United States,Milford,Connecticut,6460,East
8160,CA-2016-134138,2016-02-20,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East
8161,CA-2015-120915,2015-10-03,Second Class,Consumer,United States,New York City,New York,10035,East
8163,CA-2015-168207,2015-11-06,Standard Class,Consumer,United States,San Diego,California,92105,West
8167,CA-2016-144148,2016-08-05,Standard Class,Corporate,United States,San Francisco,California,94122,West
8168,CA-2017-107174,2017-11-13,Standard Class,Home Office,United States,Seattle,Washington,98105,West
8171,CA-2016-146150,2016-02-19,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South
8172,CA-2014-114125,2014-07-13,Standard Class,Home Office,United States,Los Angeles,California,90049,West
8175,CA-2016-114944,2016-02-04,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central
8176,CA-2016-135965,2016-09-25,First Class,Home Office,United States,New York City,New York,10035,East
8177,CA-2017-149699,2017-12-24,First Class,Consumer,United States,Los Angeles,California,90008,West
8178,CA-2016-166429,2016-09-08,Standard Class,Consumer,United States,Des Moines,Washington,98198,West
8179,CA-2015-112767,2015-08-06,Standard Class,Consumer,United States,Springfield,Oregon,97477,West
8180,CA-2015-119879,2015-11-25,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
8182,CA-2017-155642,2017-05-22,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central
8184,US-2017-101721,2017-07-27,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central
8185,CA-2015-136728,2015-09-17,Second Class,Consumer,United States,Chicago,Illinois,60623,Central
8187,CA-2016-127194,2016-12-16,Standard Class,Corporate,United States,New York City,New York,10024,East
8188,CA-2015-140375,2015-10-05,Second Class,Consumer,United States,Rockville,Maryland,20852,East
8190,US-2017-155866,2017-11-21,Standard Class,Consumer,United States,New York City,New York,10011,East
8192,CA-2015-141327,2015-12-03,First Class,Consumer,United States,Durham,North Carolina,27707,South
8195,CA-2015-136700,2015-12-11,Second Class,Corporate,United States,Santa Barbara,California,93101,West
8196,CA-2017-102736,2017-09-09,Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South
8199,CA-2017-125269,2017-04-30,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central
8201,CA-2015-114811,2015-11-08,Same Day,Corporate,United States,New York City,New York,10024,East
8206,CA-2015-122266,2015-04-30,Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South
8208,CA-2015-141565,2015-09-24,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South
8210,CA-2017-128769,2017-09-12,Standard Class,Corporate,United States,Nashville,Tennessee,37211,South
8211,CA-2016-116337,2016-11-12,Standard Class,Consumer,United States,Dallas,Texas,75220,Central
8213,CA-2015-120845,2015-10-02,Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South
8217,CA-2014-120775,2014-10-07,Standard Class,Consumer,United States,Dallas,Texas,75217,Central
8222,CA-2014-152905,2014-02-24,Standard Class,Consumer,United States,Arlington,Texas,76017,Central
8223,CA-2016-104633,2016-06-16,Standard Class,Corporate,United States,Pasadena,California,91104,West
8225,CA-2017-104136,2017-11-04,Second Class,Consumer,United States,Everett,Massachusetts,2149,East
8227,CA-2016-123050,2016-04-08,Second Class,Home Office,United States,Troy,New York,12180,East
8230,CA-2016-162355,2016-07-02,Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South
8232,CA-2014-158225,2014-09-28,Standard Class,Consumer,United States,San Jose,California,95123,West
8234,CA-2017-102204,2017-05-06,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South
8237,CA-2017-103065,2017-10-20,Same Day,Consumer,United States,Jacksonville,Florida,32216,South
8241,CA-2014-109855,2014-09-05,Standard Class,Consumer,United States,New York City,New York,10009,East
8243,CA-2014-109897,2014-08-16,Standard Class,Consumer,United States,San Francisco,California,94122,West
8245,US-2014-143581,2014-08-23,Standard Class,Corporate,United States,Columbus,Georgia,31907,South
8246,CA-2015-129217,2015-05-10,Same Day,Home Office,United States,Aurora,Illinois,60505,Central
8248,CA-2016-133816,2016-05-13,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East
8249,CA-2015-140221,2015-03-09,Second Class,Consumer,United States,Chicago,Illinois,60653,Central
8253,CA-2017-152310,2017-08-19,Standard Class,Consumer,United States,Seattle,Washington,98103,West
8259,CA-2016-118101,2016-06-26,Same Day,Home Office,United States,Roseville,Michigan,48066,Central
8262,CA-2016-100307,2016-12-19,Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South
8263,CA-2015-138457,2015-09-17,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South
8264,CA-2014-131800,2015-01-04,Standard Class,Consumer,United States,New York City,New York,10035,East
8266,CA-2014-118304,2014-05-04,Standard Class,Consumer,United States,Dover,Delaware,19901,East
8267,CA-2017-121790,2017-02-06,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central
8271,CA-2016-169670,2016-12-31,Standard Class,Consumer,United States,New York City,New York,10009,East
8272,CA-2016-139549,2016-10-25,Standard Class,Corporate,United States,El Cajon,California,92020,West
8273,CA-2015-104059,2015-06-15,Second Class,Home Office,United States,Springfield,Ohio,45503,East
8274,CA-2017-164112,2017-07-04,Standard Class,Corporate,United States,Mount Vernon,New York,10550,East
8275,CA-2015-143882,2015-06-30,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East
8276,US-2016-139262,2016-02-25,Standard Class,Home Office,United States,Tampa,Florida,33614,South
8279,CA-2017-146192,2017-04-26,Standard Class,Consumer,United States,Columbus,Georgia,31907,South
8280,CA-2017-134810,2017-05-10,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South
8282,CA-2015-154284,2015-12-26,Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central
8286,CA-2014-156244,2014-08-16,Standard Class,Home Office,United States,Miami,Florida,33180,South
8292,CA-2015-106362,2015-12-15,Standard Class,Consumer,United States,Troy,Ohio,45373,East
8293,US-2017-168802,2017-11-07,Standard Class,Corporate,United States,Seattle,Washington,98103,West
8294,US-2017-146906,2017-03-17,Standard Class,Consumer,United States,New York City,New York,10011,East
8295,CA-2016-166380,2016-06-03,Standard Class,Corporate,United States,Arlington,Virginia,22204,South
8297,US-2015-158911,2015-07-11,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South
8299,US-2014-103338,2014-03-15,Standard Class,Consumer,United States,Roseville,California,95661,West
8300,CA-2015-109169,2015-04-24,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central
8301,US-2017-167318,2017-08-01,Standard Class,Corporate,United States,Los Angeles,California,90036,West
8303,US-2014-120313,2014-11-02,Second Class,Home Office,United States,San Francisco,California,94110,West
8304,CA-2017-135419,2017-11-09,Standard Class,Consumer,United States,Bakersfield,California,93309,West
8305,CA-2016-128671,2016-08-16,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central
8308,CA-2016-149335,2016-07-25,Same Day,Home Office,United States,San Francisco,California,94122,West
8309,CA-2014-168312,2014-03-07,Standard Class,Consumer,United States,Houston,Texas,77036,Central
8311,US-2017-105935,2017-01-31,Standard Class,Consumer,United States,Columbus,Georgia,31907,South
8313,CA-2014-161508,2014-07-16,Standard Class,Home Office,United States,League City,Texas,77573,Central
8317,CA-2017-130904,2017-04-16,Standard Class,Consumer,United States,Burlington,North Carolina,27217,South
8319,CA-2017-133620,2017-11-18,Standard Class,Consumer,United States,New York City,New York,10009,East
8320,CA-2015-142937,2015-12-06,First Class,Consumer,United States,Dallas,Texas,75220,Central
8321,US-2016-149790,2016-10-01,Standard Class,Consumer,United States,Houston,Texas,77095,Central
8322,CA-2016-130778,2016-11-25,Standard Class,Consumer,United States,Long Beach,New York,11561,East
8324,CA-2017-144456,2017-09-09,First Class,Home Office,United States,Hialeah,Florida,33012,South
8326,CA-2017-103478,2017-07-24,Second Class,Corporate,United States,Aurora,Illinois,60505,Central
8328,CA-2017-118577,2017-10-11,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East
8330,CA-2017-113572,2017-11-11,Standard Class,Consumer,United States,New York City,New York,10024,East
8331,CA-2016-153269,2016-03-12,First Class,Consumer,United States,Andover,Massachusetts,1810,East
8335,CA-2017-161655,2017-05-18,Second Class,Home Office,United States,Newark,Delaware,19711,East
8336,CA-2016-101469,2016-07-08,Standard Class,Consumer,United States,Arlington,Virginia,22204,South
8337,CA-2014-153087,2015-01-03,Standard Class,Corporate,United States,Decatur,Alabama,35601,South
8339,CA-2017-135076,2017-04-17,Standard Class,Corporate,United States,Hesperia,California,92345,West
8340,CA-2014-161634,2014-11-20,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South
8341,CA-2017-141481,2017-06-14,First Class,Consumer,United States,Los Angeles,California,90036,West
8342,CA-2016-132549,2016-11-30,Standard Class,Consumer,United States,Huntsville,Alabama,35810,South
8343,US-2014-155544,2014-03-25,Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South
8346,US-2015-115238,2015-05-04,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East
8351,CA-2017-132199,2017-05-08,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
8356,CA-2016-163174,2016-08-30,Standard Class,Consumer,United States,Athens,Georgia,30605,South
8357,CA-2014-110555,2014-04-18,Standard Class,Consumer,United States,Great Falls,Montana,59405,West
8360,CA-2017-147207,2017-01-04,Second Class,Consumer,United States,El Paso,Texas,79907,Central
8364,CA-2017-137631,2017-05-02,Standard Class,Consumer,United States,Kissimmee,Florida,34741,South
8365,CA-2017-157273,2017-02-02,First Class,Home Office,United States,Seattle,Washington,98105,West
8366,CA-2014-109918,2014-09-12,Second Class,Corporate,United States,Santa Clara,California,95051,West
8369,CA-2016-118745,2016-06-16,Standard Class,Consumer,United States,Los Angeles,California,90049,West
8370,CA-2016-163972,2016-10-21,Standard Class,Home Office,United States,Fresno,California,93727,West
8371,CA-2014-165393,2014-12-30,First Class,Consumer,United States,Fort Worth,Texas,76106,Central
8372,CA-2016-113726,2016-12-01,Standard Class,Home Office,United States,Seattle,Washington,98105,West
8373,CA-2016-152940,2016-11-13,First Class,Consumer,United States,San Francisco,California,94110,West
8374,CA-2015-158701,2015-01-10,Standard Class,Home Office,United States,San Francisco,California,94110,West
8376,CA-2017-156272,2017-03-27,Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South
8377,CA-2015-162964,2015-11-18,Standard Class,Corporate,United States,Houston,Texas,77095,Central
8380,CA-2014-103527,2014-09-14,Second Class,Consumer,United States,Chicago,Illinois,60653,Central
8381,CA-2016-134544,2016-03-19,Second Class,Consumer,United States,San Francisco,California,94109,West
8382,CA-2016-163048,2016-02-15,Standard Class,Corporate,United States,Houston,Texas,77036,Central
8383,CA-2016-145135,2016-11-28,First Class,Home Office,United States,Shelton,Connecticut,6484,East
8385,CA-2017-137582,2017-09-08,Standard Class,Corporate,United States,Oakland,California,94601,West
8386,CA-2015-149601,2015-06-03,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East
8388,CA-2014-139423,2014-11-05,Standard Class,Corporate,United States,Orange,New Jersey,7050,East
8389,CA-2016-102596,2016-12-30,First Class,Home Office,United States,Akron,Ohio,44312,East
8390,CA-2017-153227,2017-12-06,First Class,Corporate,United States,Los Angeles,California,90032,West
8391,CA-2017-110625,2017-12-30,Standard Class,Home Office,United States,Danbury,Connecticut,6810,East
8392,CA-2016-142594,2016-12-06,Second Class,Consumer,United States,Franklin,Massachusetts,2038,East
8396,CA-2014-152254,2014-06-30,Same Day,Consumer,United States,Wilmington,North Carolina,28403,South
