Shipment ID,Order ID,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region
7796,US-2015-145121,10/6/2015,Standard Class,Corporate,United States,Middletown,Connecticut,6457,East
7797,CA-2017-166184,3/27/2017,First Class,Corporate,United States,New York City,New York,10035,East
7800,CA-2017-157413,6/6/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
7801,CA-2014-143637,3/29/2014,Second Class,Consumer,United States,Fresno,California,93727,West
7802,CA-2015-102260,9/26/2015,Standard Class,Home Office,United States,Franklin,Tennessee,37064,South
7807,US-2016-137295,1/13/2016,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South
7810,CA-2016-134334,2/15/2016,First Class,Consumer,United States,Clinton,Maryland,20735,East
7814,US-2017-109316,6/10/2017,First Class,Home Office,United States,Los Angeles,California,90049,West
7816,CA-2016-138478,10/26/2016,Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West
7819,CA-2017-150469,1/30/2017,Standard Class,Consumer,United States,San Francisco,California,94109,West
7820,CA-2017-152436,12/10/2017,Second Class,Home Office,United States,Cranston,Rhode Island,2920,East
7821,CA-2016-169334,10/24/2016,Second Class,Consumer,United States,Jackson,Tennessee,38301,South
7822,US-2014-115413,9/1/2014,Standard Class,Home Office,United States,Newark,Delaware,19711,East
7824,CA-2014-125150,5/23/2014,Standard Class,Corporate,United States,Los Angeles,California,90036,West
7825,CA-2015-127327,2/7/2015,Standard Class,Corporate,United States,Rome,New York,13440,East
7826,CA-2017-117114,11/5/2017,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central
7828,CA-2015-137302,5/1/2015,Standard Class,Corporate,United States,San Diego,California,92105,West
7832,CA-2016-112382,5/13/2016,Standard Class,Consumer,United States,Houston,Texas,77036,Central
7833,CA-2015-128958,1/28/2015,Standard Class,Home Office,United States,West Palm Beach,Florida,33407,South
7834,CA-2015-106257,4/17/2015,Second Class,Consumer,United States,Los Angeles,California,90045,West
7836,CA-2015-149083,9/30/2015,Standard Class,Corporate,United States,Seattle,Washington,98103,West
7839,US-2014-137869,4/2/2014,Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central
7841,CA-2016-116603,7/22/2016,Standard Class,Consumer,United States,New York City,New York,10024,East
7842,CA-2014-158470,4/23/2014,Second Class,Consumer,United States,Arlington,Virginia,22204,South
7844,US-2017-123834,7/25/2017,Standard Class,Consumer,United States,Pharr,Texas,78577,Central
7845,CA-2015-125976,10/2/2015,Standard Class,Consumer,United States,Arlington,Virginia,22204,South
7847,CA-2016-128706,3/2/2016,Standard Class,Consumer,United States,Houston,Texas,77070,Central
7848,CA-2016-104311,5/6/2016,Standard Class,Consumer,United States,Irving,Texas,75061,Central
7851,CA-2014-169649,12/15/2014,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central
7853,CA-2015-144890,12/29/2015,Standard Class,Home Office,United States,Los Angeles,California,90049,West
7854,CA-2017-135587,12/12/2017,Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South
7856,CA-2014-103429,6/1/2014,First Class,Corporate,United States,New York City,New York,10024,East
7860,CA-2017-152261,3/6/2017,Standard Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East
7861,CA-2015-142993,10/17/2015,Standard Class,Consumer,United States,Seattle,Washington,98103,West
7863,CA-2015-143364,7/19/2015,Second Class,Consumer,United States,Mesa,Arizona,85204,West
7867,CA-2014-100972,11/24/2014,Second Class,Home Office,United States,Salt Lake City,Utah,84106,West
7868,CA-2016-136994,6/2/2016,Standard Class,Consumer,United States,Los Angeles,California,90045,West
7869,US-2017-166233,7/9/2017,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South
7870,CA-2017-122112,9/29/2017,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East
7871,CA-2016-101672,10/7/2016,Standard Class,Home Office,United States,Lake Forest,California,92630,West
7875,CA-2017-168403,9/15/2017,Standard Class,Corporate,United States,Portland,Oregon,97206,West
7877,CA-2015-148705,3/18/2015,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South
7878,CA-2016-160241,12/4/2016,Second Class,Home Office,United States,Aurora,Illinois,60505,Central
7879,CA-2016-155747,6/21/2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
7880,CA-2017-118017,12/6/2017,Second Class,Consumer,United States,Thornton,Colorado,80229,West
7888,CA-2016-113117,8/22/2016,Standard Class,Consumer,United States,Davis,California,95616,West
7889,CA-2016-148684,12/29/2016,Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South
7893,CA-2017-125367,7/30/2017,Standard Class,Home Office,United States,New York City,New York,10011,East
7894,CA-2017-124744,6/25/2017,Standard Class,Home Office,United States,Wheeling,West Virginia,26003,East
7897,CA-2017-128363,8/18/2017,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South
7904,CA-2015-126669,11/13/2015,Standard Class,Consumer,United States,Houston,Texas,77036,Central
7905,US-2015-118766,10/22/2015,Standard Class,Home Office,United States,Dallas,Texas,75217,Central
7907,CA-2016-112585,8/2/2016,First Class,Corporate,United States,San Francisco,California,94122,West
7908,CA-2016-149762,12/7/2016,Standard Class,Consumer,United States,Morgan Hill,California,95037,West
7912,CA-2016-167605,4/30/2016,Second Class,Consumer,United States,Saint Charles,Illinois,60174,Central
7913,US-2017-105697,8/27/2017,First Class,Consumer,United States,Cleveland,Ohio,44105,East
7914,CA-2017-165323,6/21/2017,Standard Class,Home Office,United States,New York City,New York,10024,East
7916,CA-2015-110891,11/24/2015,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East
7917,CA-2017-100783,9/8/2017,Second Class,Home Office,United States,Garland,Texas,75043,Central
7918,CA-2015-152513,7/8/2015,Second Class,Home Office,United States,San Diego,California,92024,West
7919,CA-2017-139822,9/21/2017,Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East
7921,CA-2017-107713,3/17/2017,Standard Class,Consumer,United States,Columbia,Maryland,21044,East
7922,CA-2017-134096,9/29/2017,Standard Class,Home Office,United States,Hollywood,Florida,33021,South
7924,CA-2016-125843,8/16/2016,First Class,Consumer,United States,Springfield,Virginia,22153,South
7926,CA-2017-120404,11/24/2017,Second Class,Corporate,United States,New York City,New York,10035,East
7929,CA-2017-167549,7/27/2017,First Class,Home Office,United States,Dallas,Texas,75217,Central
7930,CA-2016-120082,3/27/2016,Second Class,Corporate,United States,New York City,New York,10024,East
7931,US-2016-168095,7/20/2016,Standard Class,Corporate,United States,Portland,Oregon,97206,West
7933,CA-2017-166093,8/24/2017,Standard Class,Corporate,United States,Brentwood,California,94513,West
7940,CA-2016-146325,12/17/2016,First Class,Corporate,United States,San Diego,California,92037,West
7942,CA-2017-134194,1/1/2018,Standard Class,Consumer,United States,Dallas,Texas,75081,Central
7947,CA-2014-131009,3/5/2014,Standard Class,Consumer,United States,El Paso,Texas,79907,Central
7951,CA-2015-145814,11/24/2015,Standard Class,Consumer,United States,New York City,New York,10035,East
7953,CA-2014-138359,4/6/2014,Standard Class,Corporate,United States,Revere,Massachusetts,2151,East
7955,CA-2017-131807,10/10/2017,Standard Class,Corporate,United States,Chico,California,95928,West
7961,CA-2017-104864,11/23/2017,Second Class,Corporate,United States,Miramar,Florida,33023,South
7966,CA-2015-138219,3/30/2015,Standard Class,Corporate,United States,Los Angeles,California,90049,West
7967,CA-2016-157707,10/12/2016,First Class,Corporate,United States,Denver,Colorado,80219,West
7970,US-2015-126753,8/20/2015,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
7977,CA-2014-166051,6/5/2014,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South
7979,CA-2015-113040,8/31/2015,Standard Class,Home Office,United States,Los Angeles,California,90045,West
7980,CA-2014-103800,1/7/2014,Standard Class,Consumer,United States,Houston,Texas,77095,Central
7981,CA-2014-113383,9/13/2014,First Class,Consumer,United States,Clifton,New Jersey,7011,East
7983,CA-2017-152499,1/25/2017,Second Class,Corporate,United States,Chicago,Illinois,60623,Central
7985,CA-2016-151498,4/24/2016,First Class,Consumer,United States,Seattle,Washington,98115,West
7986,CA-2016-137939,7/23/2016,Second Class,Consumer,United States,Long Beach,New York,11561,East
7987,US-2016-117793,8/29/2016,Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central
7991,CA-2016-133872,6/17/2016,First Class,Consumer,United States,Boca Raton,Florida,33433,South
7993,US-2015-165743,11/23/2015,Second Class,Consumer,United States,Aurora,Colorado,80013,West
7996,US-2017-105998,11/5/2017,First Class,Home Office,United States,San Diego,California,92037,West
7998,US-2014-148194,5/7/2014,First Class,Corporate,United States,Seattle,Washington,98105,West
8000,US-2015-151407,11/12/2015,Standard Class,Consumer,United States,Dubuque,Iowa,52001,Central
8001,CA-2015-110870,12/15/2015,First Class,Consumer,United States,Los Angeles,California,90032,West
8003,CA-2014-143210,12/3/2014,First Class,Consumer,United States,Lowell,Massachusetts,1852,East
8006,CA-2016-139808,10/11/2016,Standard Class,Consumer,United States,Marysville,Washington,98270,West
8007,CA-2015-110863,11/24/2015,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central
8010,CA-2014-127859,3/20/2014,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
8011,US-2015-136427,6/23/2015,First Class,Consumer,United States,Aurora,Colorado,80013,West
8012,CA-2017-120168,5/25/2017,Same Day,Consumer,United States,New York City,New York,10009,East
8016,US-2014-131870,9/11/2014,First Class,Home Office,United States,Lancaster,Ohio,43130,East
8018,CA-2017-114804,10/19/2017,Second Class,Corporate,United States,Modesto,California,95351,West
8019,CA-2017-167227,11/5/2017,First Class,Consumer,United States,Saint Louis,Missouri,63116,Central
8021,CA-2014-129189,7/25/2014,Standard Class,Corporate,United States,Dallas,Texas,75217,Central
8025,CA-2015-132465,9/15/2015,Second Class,Corporate,United States,New York City,New York,10035,East
8029,CA-2016-166373,10/25/2016,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central
8030,CA-2016-158806,1/11/2016,Standard Class,Consumer,United States,Amarillo,Texas,79109,Central
8032,CA-2015-119690,6/28/2015,First Class,Consumer,United States,Houston,Texas,77041,Central
8036,CA-2015-153738,9/22/2015,First Class,Consumer,United States,Lawrence,Massachusetts,1841,East
8037,CA-2017-169012,7/14/2017,Standard Class,Corporate,United States,Columbus,Georgia,31907,South
8038,CA-2017-109393,7/2/2017,Second Class,Consumer,United States,Los Angeles,California,90032,West
8039,CA-2017-121489,8/25/2017,Second Class,Corporate,United States,Seattle,Washington,98115,West
8042,US-2017-133081,3/15/2017,Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East
8044,CA-2017-165008,9/17/2017,Second Class,Consumer,United States,Salt Lake City,Utah,84106,West
8045,CA-2016-145611,9/24/2016,Standard Class,Consumer,United States,New York City,New York,10035,East
8046,CA-2016-113600,12/17/2016,Second Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East
8047,CA-2017-130834,11/6/2017,Second Class,Consumer,United States,Wilmington,North Carolina,28403,South
8048,CA-2016-168543,7/7/2016,Standard Class,Corporate,United States,New York City,New York,10035,East
8049,CA-2014-144974,9/30/2014,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
8052,CA-2014-109904,7/17/2014,Second Class,Corporate,United States,New York City,New York,10009,East
8053,CA-2017-152205,10/5/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
8054,CA-2015-121188,9/4/2015,Standard Class,Consumer,United States,Los Angeles,California,90049,West
8060,CA-2015-156013,9/26/2015,Standard Class,Corporate,United States,Long Beach,New York,11561,East
8062,CA-2016-132997,11/9/2016,First Class,Consumer,United States,Rochester,New York,14609,East
8067,US-2015-160563,10/24/2015,Standard Class,Corporate,United States,San Francisco,California,94109,West
8069,CA-2017-151750,1/5/2017,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central
8076,CA-2015-106187,6/29/2015,Standard Class,Corporate,United States,East Point,Georgia,30344,South
8079,US-2016-164945,11/27/2016,Standard Class,Home Office,United States,New York City,New York,10009,East
8080,CA-2015-150714,11/1/2015,Standard Class,Corporate,United States,Springfield,Oregon,97477,West
8085,CA-2016-105753,10/26/2016,Standard Class,Home Office,United States,Arlington,Virginia,22204,South
8086,CA-2017-120894,5/2/2017,Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South
8087,CA-2016-106621,10/1/2016,Second Class,Corporate,United States,Yuma,Arizona,85364,West
8088,CA-2015-107020,7/14/2015,Standard Class,Consumer,United States,San Bernardino,California,92404,West
8089,US-2015-117492,8/9/2015,First Class,Corporate,United States,Baltimore,Maryland,21215,East
8090,CA-2014-101392,12/13/2014,Standard Class,Home Office,United States,Seattle,Washington,98103,West
8091,CA-2015-127502,12/14/2015,Standard Class,Consumer,United States,San Francisco,California,94110,West
8092,CA-2017-143658,11/13/2017,Second Class,Home Office,United States,New York City,New York,10035,East
8093,CA-2017-133046,8/1/2017,Second Class,Consumer,United States,Seattle,Washington,98115,West
8097,CA-2017-122798,1/1/2018,Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West
8099,CA-2016-169663,3/13/2016,First Class,Home Office,United States,Los Angeles,California,90045,West
8101,CA-2015-149846,5/26/2015,Standard Class,Consumer,United States,Los Angeles,California,90045,West
8105,CA-2017-159149,2/19/2017,First Class,Home Office,United States,Houston,Texas,77041,Central
8108,US-2017-167570,12/15/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
8109,CA-2017-160122,11/23/2017,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central
8111,CA-2016-130393,12/3/2016,Second Class,Consumer,United States,San Angelo,Texas,76903,Central
8114,CA-2017-144820,10/7/2017,Second Class,Corporate,United States,Pasadena,Texas,77506,Central
8115,CA-2017-101014,9/4/2017,Standard Class,Corporate,United States,Los Angeles,California,90049,West
8116,CA-2017-105543,11/24/2017,Same Day,Corporate,United States,Garden City,Kansas,67846,Central
8117,US-2017-113201,7/5/2017,Standard Class,Consumer,United States,Los Angeles,California,90045,West
8118,US-2017-106551,7/27/2017,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central
8119,CA-2016-116722,11/16/2016,Standard Class,Consumer,United States,San Francisco,California,94110,West
8122,CA-2014-138128,12/15/2014,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East
8124,US-2017-150070,9/12/2017,Standard Class,Consumer,United States,Modesto,California,95351,West
8125,CA-2015-137064,2/13/2015,Standard Class,Consumer,United States,Houston,Texas,77070,Central
8128,CA-2017-157350,9/1/2017,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central
8129,CA-2014-127866,7/23/2014,First Class,Corporate,United States,Riverside,California,92503,West
8133,CA-2015-131352,10/13/2015,Standard Class,Corporate,United States,Dallas,Texas,75081,Central
8134,CA-2015-121776,2/21/2015,Standard Class,Consumer,United States,Los Angeles,California,90008,West
8136,CA-2016-118073,8/16/2016,Standard Class,Corporate,United States,Lakeland,Florida,33801,South
8137,CA-2014-103219,11/13/2014,Standard Class,Home Office,United States,New York City,New York,10035,East
8138,CA-2016-102561,7/22/2016,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East
8141,CA-2016-100993,2/10/2016,Standard Class,Consumer,United States,San Diego,California,92037,West
8145,US-2014-112949,6/27/2014,Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central
8147,US-2017-146822,6/14/2017,Standard Class,Consumer,United States,Salem,Virginia,24153,South
8148,US-2016-131058,12/31/2016,Standard Class,Home Office,United States,Santa Ana,California,92704,West
8149,CA-2014-167997,1/29/2014,First Class,Corporate,United States,Rapid City,South Dakota,57701,Central
8151,CA-2017-140151,3/25/2017,First Class,Consumer,United States,Seattle,Washington,98115,West
8154,US-2017-143770,3/24/2017,Standard Class,Consumer,United States,Middletown,Connecticut,6457,East
8156,CA-2016-131296,10/9/2016,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East
8157,CA-2016-103464,11/22/2016,Standard Class,Consumer,United States,San Diego,California,92105,West
8158,CA-2017-136238,1/1/2018,Standard Class,Corporate,United States,Odessa,Texas,79762,Central
8159,CA-2016-120803,3/13/2016,Standard Class,Home Office,United States,Milford,Connecticut,6460,East
8160,CA-2016-134138,2/20/2016,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East
8161,CA-2015-120915,10/3/2015,Second Class,Consumer,United States,New York City,New York,10035,East
8163,CA-2015-168207,11/6/2015,Standard Class,Consumer,United States,San Diego,California,92105,West
8167,CA-2016-144148,8/5/2016,Standard Class,Corporate,United States,San Francisco,California,94122,West
8168,CA-2017-107174,11/13/2017,Standard Class,Home Office,United States,Seattle,Washington,98105,West
8171,CA-2016-146150,2/19/2016,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South
8172,CA-2014-114125,7/13/2014,Standard Class,Home Office,United States,Los Angeles,California,90049,West
8175,CA-2016-114944,2/4/2016,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central
8176,CA-2016-135965,9/25/2016,First Class,Home Office,United States,New York City,New York,10035,East
8177,CA-2017-149699,12/24/2017,First Class,Consumer,United States,Los Angeles,California,90008,West
8178,CA-2016-166429,9/8/2016,Standard Class,Consumer,United States,Des Moines,Washington,98198,West
8179,CA-2015-112767,8/6/2015,Standard Class,Consumer,United States,Springfield,Oregon,97477,West
8180,CA-2015-119879,11/25/2015,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
8182,CA-2017-155642,5/22/2017,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central
8184,US-2017-101721,7/27/2017,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central
8185,CA-2015-136728,9/17/2015,Second Class,Consumer,United States,Chicago,Illinois,60623,Central
8187,CA-2016-127194,12/16/2016,Standard Class,Corporate,United States,New York City,New York,10024,East
8188,CA-2015-140375,10/5/2015,Second Class,Consumer,United States,Rockville,Maryland,20852,East
8190,US-2017-155866,11/21/2017,Standard Class,Consumer,United States,New York City,New York,10011,East
8192,CA-2015-141327,12/3/2015,First Class,Consumer,United States,Durham,North Carolina,27707,South
8195,CA-2015-136700,12/11/2015,Second Class,Corporate,United States,Santa Barbara,California,93101,West
8196,CA-2017-102736,9/9/2017,Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South
8199,CA-2017-125269,4/30/2017,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central
8201,CA-2015-114811,11/8/2015,Same Day,Corporate,United States,New York City,New York,10024,East
8206,CA-2015-122266,4/30/2015,Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South
8208,CA-2015-141565,9/24/2015,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South
8210,CA-2017-128769,9/12/2017,Standard Class,Corporate,United States,Nashville,Tennessee,37211,South
8211,CA-2016-116337,11/12/2016,Standard Class,Consumer,United States,Dallas,Texas,75220,Central
8213,CA-2015-120845,10/2/2015,Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South
8217,CA-2014-120775,10/7/2014,Standard Class,Consumer,United States,Dallas,Texas,75217,Central
8222,CA-2014-152905,2/24/2014,Standard Class,Consumer,United States,Arlington,Texas,76017,Central
8223,CA-2016-104633,6/16/2016,Standard Class,Corporate,United States,Pasadena,California,91104,West
8225,CA-2017-104136,11/4/2017,Second Class,Consumer,United States,Everett,Massachusetts,2149,East
8227,CA-2016-123050,4/8/2016,Second Class,Home Office,United States,Troy,New York,12180,East
8230,CA-2016-162355,7/2/2016,Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South
8232,CA-2014-158225,9/28/2014,Standard Class,Consumer,United States,San Jose,California,95123,West
8234,CA-2017-102204,5/6/2017,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South
8237,CA-2017-103065,10/20/2017,Same Day,Consumer,United States,Jacksonville,Florida,32216,South
8241,CA-2014-109855,9/5/2014,Standard Class,Consumer,United States,New York City,New York,10009,East
8243,CA-2014-109897,8/16/2014,Standard Class,Consumer,United States,San Francisco,California,94122,West
8245,US-2014-143581,8/23/2014,Standard Class,Corporate,United States,Columbus,Georgia,31907,South
8246,CA-2015-129217,5/10/2015,Same Day,Home Office,United States,Aurora,Illinois,60505,Central
8248,CA-2016-133816,5/13/2016,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East
8249,CA-2015-140221,3/9/2015,Second Class,Consumer,United States,Chicago,Illinois,60653,Central
8253,CA-2017-152310,8/19/2017,Standard Class,Consumer,United States,Seattle,Washington,98103,West
8259,CA-2016-118101,6/26/2016,Same Day,Home Office,United States,Roseville,Michigan,48066,Central
8262,CA-2016-100307,12/19/2016,Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South
8263,CA-2015-138457,9/17/2015,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South
8264,CA-2014-131800,1/4/2015,Standard Class,Consumer,United States,New York City,New York,10035,East
8266,CA-2014-118304,5/4/2014,Standard Class,Consumer,United States,Dover,Delaware,19901,East
8267,CA-2017-121790,2/6/2017,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central
8271,CA-2016-169670,12/31/2016,Standard Class,Consumer,United States,New York City,New York,10009,East
8272,CA-2016-139549,10/25/2016,Standard Class,Corporate,United States,El Cajon,California,92020,West
8273,CA-2015-104059,6/15/2015,Second Class,Home Office,United States,Springfield,Ohio,45503,East
8274,CA-2017-164112,7/4/2017,Standard Class,Corporate,United States,Mount Vernon,New York,10550,East
8275,CA-2015-143882,6/30/2015,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East
8276,US-2016-139262,2/25/2016,Standard Class,Home Office,United States,Tampa,Florida,33614,South
8279,CA-2017-146192,4/26/2017,Standard Class,Consumer,United States,Columbus,Georgia,31907,South
8280,CA-2017-134810,5/10/2017,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South
8282,CA-2015-154284,12/26/2015,Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central
8286,CA-2014-156244,8/16/2014,Standard Class,Home Office,United States,Miami,Florida,33180,South
8292,CA-2015-106362,12/15/2015,Standard Class,Consumer,United States,Troy,Ohio,45373,East
8293,US-2017-168802,11/7/2017,Standard Class,Corporate,United States,Seattle,Washington,98103,West
8294,US-2017-146906,3/17/2017,Standard Class,Consumer,United States,New York City,New York,10011,East
8295,CA-2016-166380,6/3/2016,Standard Class,Corporate,United States,Arlington,Virginia,22204,South
8297,US-2015-158911,7/11/2015,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South
8299,US-2014-103338,3/15/2014,Standard Class,Consumer,United States,Roseville,California,95661,West
8300,CA-2015-109169,4/24/2015,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central
8301,US-2017-167318,8/1/2017,Standard Class,Corporate,United States,Los Angeles,California,90036,West
8303,US-2014-120313,11/2/2014,Second Class,Home Office,United States,San Francisco,California,94110,West
8304,CA-2017-135419,11/9/2017,Standard Class,Consumer,United States,Bakersfield,California,93309,West
8305,CA-2016-128671,8/16/2016,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central
8308,CA-2016-149335,7/25/2016,Same Day,Home Office,United States,San Francisco,California,94122,West
8309,CA-2014-168312,3/7/2014,Standard Class,Consumer,United States,Houston,Texas,77036,Central
8311,US-2017-105935,1/31/2017,Standard Class,Consumer,United States,Columbus,Georgia,31907,South
8313,CA-2014-161508,7/16/2014,Standard Class,Home Office,United States,League City,Texas,77573,Central
8317,CA-2017-130904,4/16/2017,Standard Class,Consumer,United States,Burlington,North Carolina,27217,South
8319,CA-2017-133620,11/18/2017,Standard Class,Consumer,United States,New York City,New York,10009,East
8320,CA-2015-142937,12/6/2015,First Class,Consumer,United States,Dallas,Texas,75220,Central
8321,US-2016-149790,10/1/2016,Standard Class,Consumer,United States,Houston,Texas,77095,Central
8322,CA-2016-130778,11/25/2016,Standard Class,Consumer,United States,Long Beach,New York,11561,East
8324,CA-2017-144456,9/9/2017,First Class,Home Office,United States,Hialeah,Florida,33012,South
8326,CA-2017-103478,7/24/2017,Second Class,Corporate,United States,Aurora,Illinois,60505,Central
8328,CA-2017-118577,10/11/2017,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East
8330,CA-2017-113572,11/11/2017,Standard Class,Consumer,United States,New York City,New York,10024,East
8331,CA-2016-153269,3/12/2016,First Class,Consumer,United States,Andover,Massachusetts,1810,East
8335,CA-2017-161655,5/18/2017,Second Class,Home Office,United States,Newark,Delaware,19711,East
8336,CA-2016-101469,7/8/2016,Standard Class,Consumer,United States,Arlington,Virginia,22204,South
8337,CA-2014-153087,1/3/2015,Standard Class,Corporate,United States,Decatur,Alabama,35601,South
8339,CA-2017-135076,4/17/2017,Standard Class,Corporate,United States,Hesperia,California,92345,West
8340,CA-2014-161634,11/20/2014,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South
8341,CA-2017-141481,6/14/2017,First Class,Consumer,United States,Los Angeles,California,90036,West
8342,CA-2016-132549,11/30/2016,Standard Class,Consumer,United States,Huntsville,Alabama,35810,South
8343,US-2014-155544,3/25/2014,Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South
8346,US-2015-115238,5/4/2015,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East
8351,CA-2017-132199,5/8/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
8356,CA-2016-163174,8/30/2016,Standard Class,Consumer,United States,Athens,Georgia,30605,South
8357,CA-2014-110555,4/18/2014,Standard Class,Consumer,United States,Great Falls,Montana,59405,West
8360,CA-2017-147207,1/4/2017,Second Class,Consumer,United States,El Paso,Texas,79907,Central
8364,CA-2017-137631,5/2/2017,Standard Class,Consumer,United States,Kissimmee,Florida,34741,South
8365,CA-2017-157273,2/2/2017,First Class,Home Office,United States,Seattle,Washington,98105,West
8366,CA-2014-109918,9/12/2014,Second Class,Corporate,United States,Santa Clara,California,95051,West
8369,CA-2016-118745,6/16/2016,Standard Class,Consumer,United States,Los Angeles,California,90049,West
8370,CA-2016-163972,10/21/2016,Standard Class,Home Office,United States,Fresno,California,93727,West
8371,CA-2014-165393,12/30/2014,First Class,Consumer,United States,Fort Worth,Texas,76106,Central
8372,CA-2016-113726,12/1/2016,Standard Class,Home Office,United States,Seattle,Washington,98105,West
8373,CA-2016-152940,11/13/2016,First Class,Consumer,United States,San Francisco,California,94110,West
8374,CA-2015-158701,1/10/2015,Standard Class,Home Office,United States,San Francisco,California,94110,West
8376,CA-2017-156272,3/27/2017,Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South
8377,CA-2015-162964,11/18/2015,Standard Class,Corporate,United States,Houston,Texas,77095,Central
8380,CA-2014-103527,9/14/2014,Second Class,Consumer,United States,Chicago,Illinois,60653,Central
8381,CA-2016-134544,3/19/2016,Second Class,Consumer,United States,San Francisco,California,94109,West
8382,CA-2016-163048,2/15/2016,Standard Class,Corporate,United States,Houston,Texas,77036,Central
8383,CA-2016-145135,11/28/2016,First Class,Home Office,United States,Shelton,Connecticut,6484,East
8385,CA-2017-137582,9/8/2017,Standard Class,Corporate,United States,Oakland,California,94601,West
8386,CA-2015-149601,6/3/2015,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East
8388,CA-2014-139423,11/5/2014,Standard Class,Corporate,United States,Orange,New Jersey,7050,East
8389,CA-2016-102596,12/30/2016,First Class,Home Office,United States,Akron,Ohio,44312,East
8390,CA-2017-153227,12/6/2017,First Class,Corporate,United States,Los Angeles,California,90032,West
8391,CA-2017-110625,12/30/2017,Standard Class,Home Office,United States,Danbury,Connecticut,6810,East
8392,CA-2016-142594,12/6/2016,Second Class,Consumer,United States,Franklin,Massachusetts,2038,East
8396,CA-2014-152254,6/30/2014,Same Day,Consumer,United States,Wilmington,North Carolina,28403,South
8397,US-2014-120236,9/4/2014,First Class,Home Office,United States,Houston,Texas,77095,Central
