ORDER_PRODUCT_ID,ORDER_ID,CUSTOMER_ID,PRODUCT_ID,SALES,QUANTITY,DISCOUNT,PROFIT,ORDER_DATE,SHIP_DATE,SHIP_MODE,REGION
8927,CA-2015-143616,SS-20140,OFF-AR-10002067,99.2000,5,0.00,25.7920,2015-09-27,2015-09-29,Second Class,West
8928,US-2015-168704,FP-14320,FUR-TA-10000688,609.9800,4,0.30,-113.2820,2015-04-13,2015-04-17,Standard Class,Central
8929,US-2015-168704,FP-14320,FUR-TA-10002530,211.3720,2,0.30,-45.2940,2015-04-13,2015-04-17,Standard Class,Central
8930,US-2015-168704,FP-14320,TEC-PH-10001061,239.9760,3,0.20,17.9982,2015-04-13,2015-04-17,Standard Class,Central
8931,CA-2017-143252,HE-14800,FUR-FU-10001057,99.9500,5,0.00,22.9885,2017-12-18,2017-12-24,Standard Class,Central
8932,CA-2017-143252,HE-14800,TEC-AC-10002331,29.3400,3,0.00,10.8558,2017-12-18,2017-12-24,Standard Class,Central
8933,CA-2016-102134,SP-20545,FUR-FU-10003724,16.7400,2,0.00,4.3524,2016-03-14,2016-03-19,Standard Class,Central
8934,CA-2017-130036,BP-11185,OFF-PA-10000528,12.6720,3,0.20,3.9600,2017-08-27,2017-08-27,Same Day,East
8935,CA-2017-130036,BP-11185,TEC-AC-10001908,1119.8880,14,0.20,209.9790,2017-08-27,2017-08-27,Same Day,East
8936,CA-2015-134117,PG-18895,OFF-AR-10003903,204.8500,5,0.00,53.2610,2015-12-17,2015-12-19,Second Class,West
8937,CA-2015-134117,PG-18895,TEC-PH-10004908,135.9840,2,0.20,16.9980,2015-12-17,2015-12-19,Second Class,West
8938,CA-2015-134117,PG-18895,OFF-AR-10001940,16.4000,5,0.00,7.0520,2015-12-17,2015-12-19,Second Class,West
8939,CA-2015-134117,PG-18895,OFF-BI-10002026,92.9600,2,0.20,31.3740,2015-12-17,2015-12-19,Second Class,West
8940,CA-2014-130918,JP-15520,OFF-SU-10003936,7.6320,3,0.20,-1.8126,2014-08-22,2014-08-24,Second Class,South
8941,CA-2016-159023,NW-18400,OFF-BI-10002813,4.1580,7,0.70,-3.4650,2016-11-03,2016-11-05,First Class,West
8942,CA-2016-159023,NW-18400,TEC-MA-10003337,179.9910,3,0.70,-251.9874,2016-11-03,2016-11-05,First Class,West
8943,CA-2017-111717,SW-20245,FUR-CH-10001545,239.3580,3,0.30,-47.8716,2017-10-10,2017-10-16,Standard Class,Central
8944,CA-2014-154592,EH-14005,OFF-PA-10000062,164.8800,3,0.00,80.7912,2014-12-07,2014-12-08,First Class,West
8945,CA-2014-128622,SC-20260,OFF-SU-10001574,10.9500,3,0.00,3.2850,2014-11-15,2014-11-17,Second Class,West
8946,CA-2017-148355,NC-18535,OFF-PA-10001972,19.4400,3,0.00,9.3312,2017-12-24,2017-12-28,Standard Class,East
8947,CA-2017-148355,NC-18535,OFF-BI-10000201,12.3000,5,0.00,6.1500,2017-12-24,2017-12-28,Standard Class,East
8948,CA-2014-132913,AS-10090,OFF-AP-10003278,13.9700,1,0.00,3.6322,2014-12-24,2014-12-26,First Class,West
8949,CA-2017-150910,JL-15130,FUR-TA-10002903,934.9560,6,0.40,-249.3216,2017-12-22,2017-12-28,Standard Class,South
8950,CA-2017-150910,JL-15130,TEC-AC-10001013,46.8640,2,0.20,7.6154,2017-12-22,2017-12-28,Standard Class,South
8951,CA-2017-150910,JL-15130,OFF-ST-10000918,26.1600,3,0.20,1.9620,2017-12-22,2017-12-28,Standard Class,South
8952,CA-2017-150910,JL-15130,OFF-AR-10001419,23.1280,7,0.20,2.8910,2017-12-22,2017-12-28,Standard Class,South
8953,CA-2017-150910,JL-15130,OFF-AP-10003266,59.2400,5,0.20,16.2910,2017-12-22,2017-12-28,Standard Class,South
8954,CA-2014-156790,VG-21790,FUR-BO-10000468,155.4560,4,0.20,-7.7728,2014-08-08,2014-08-10,Second Class,South
8955,CA-2014-126480,HG-14965,OFF-PA-10004610,8.5600,2,0.00,3.8520,2014-09-20,2014-09-24,Standard Class,West
8956,CA-2017-105620,JH-15430,FUR-FU-10004963,21.0000,3,0.20,5.7750,2017-12-25,2017-12-28,First Class,South
8957,CA-2017-105620,JH-15430,TEC-MA-10004626,120.0000,2,0.50,-7.2000,2017-12-25,2017-12-28,First Class,South
8958,CA-2017-150266,RO-19780,TEC-PH-10003437,299.9600,5,0.20,37.4950,2017-11-25,2017-11-30,Standard Class,Central
8959,CA-2017-150266,RO-19780,OFF-AP-10002867,67.8400,5,0.80,-179.7760,2017-11-25,2017-11-30,Standard Class,Central
8960,CA-2017-150266,RO-19780,FUR-CH-10002126,853.9300,5,0.30,-24.3980,2017-11-25,2017-11-30,Standard Class,Central
8961,CA-2017-150266,RO-19780,OFF-AR-10001761,18.6880,4,0.20,3.7376,2017-11-25,2017-11-30,Standard Class,Central
8962,CA-2016-157280,LW-17125,FUR-FU-10004665,273.9600,2,0.00,71.2296,2016-11-05,2016-11-07,First Class,South
8963,CA-2016-157280,LW-17125,TEC-AC-10000057,89.9700,3,0.00,18.8937,2016-11-05,2016-11-07,First Class,South
8964,CA-2016-157280,LW-17125,FUR-FU-10003806,756.8000,5,0.00,75.6800,2016-11-05,2016-11-07,First Class,South
8965,CA-2017-106691,CC-12370,OFF-BI-10000145,1.2480,2,0.80,-1.9344,2017-11-06,2017-11-12,Standard Class,Central
8966,CA-2016-134180,JP-16135,TEC-AC-10000892,72.0000,1,0.20,14.4000,2016-11-03,2016-11-07,Standard Class,East
8967,CA-2016-134180,JP-16135,FUR-CH-10004886,470.1550,7,0.30,-13.4330,2016-11-03,2016-11-07,Standard Class,East
8968,CA-2014-166730,DD-13570,OFF-ST-10002554,39.1280,1,0.20,-8.8038,2014-12-30,2015-01-01,First Class,South
8969,CA-2017-157469,ES-14080,OFF-AR-10001662,19.7280,9,0.20,1.7262,2017-12-02,2017-12-07,Standard Class,East
8970,CA-2017-157469,ES-14080,TEC-PH-10004531,151.1880,2,0.40,-25.1980,2017-12-02,2017-12-07,Standard Class,East
8971,CA-2017-122308,MV-17485,FUR-CH-10000665,271.7640,2,0.10,60.3920,2017-03-24,2017-03-28,Standard Class,East
8972,US-2014-149034,RD-19900,TEC-AC-10003023,47.4960,1,0.20,-1.1874,2014-11-19,2014-11-21,First Class,East
8973,CA-2017-159226,RL-19615,FUR-BO-10004709,344.9810,7,0.15,28.4102,2017-04-25,2017-04-27,Second Class,West
8974,CA-2017-156622,JP-15460,OFF-PA-10000477,36.2880,7,0.20,12.7008,2017-11-23,2017-11-26,First Class,Central
8975,CA-2017-156622,JP-15460,OFF-PA-10002923,78.3040,2,0.20,29.3640,2017-11-23,2017-11-26,First Class,Central
8976,CA-2017-156622,JP-15460,FUR-TA-10003008,127.7850,1,0.30,-31.0335,2017-11-23,2017-11-26,First Class,Central
8977,CA-2017-156622,JP-15460,OFF-BI-10003707,6.1040,2,0.80,-9.1560,2017-11-23,2017-11-26,First Class,Central
8978,CA-2014-119529,DM-13345,OFF-BI-10000546,5.7600,2,0.00,2.8224,2014-11-03,2014-11-05,Second Class,East
8979,CA-2015-150413,CS-11860,OFF-BI-10000404,1.7200,1,0.80,-2.8380,2015-10-19,2015-10-24,Second Class,Central
8980,CA-2014-108182,DL-13315,OFF-BI-10001196,8.9520,2,0.80,-14.7708,2014-02-06,2014-02-10,Second Class,Central
8981,CA-2016-110898,LC-16870,OFF-AP-10001626,2.3340,3,0.80,-6.3018,2016-03-06,2016-03-12,Standard Class,Central
8982,CA-2016-110898,LC-16870,OFF-BI-10004656,1.7280,4,0.80,-2.7648,2016-03-06,2016-03-12,Standard Class,Central
8983,CA-2016-110898,LC-16870,FUR-FU-10003773,159.0400,5,0.60,-194.8240,2016-03-06,2016-03-12,Standard Class,Central
8984,CA-2016-110898,LC-16870,FUR-TA-10000849,145.9800,2,0.50,-99.2664,2016-03-06,2016-03-12,Standard Class,Central
8985,CA-2015-123092,JG-15115,FUR-FU-10000222,77.9520,3,0.20,12.6672,2015-12-03,2015-12-07,Standard Class,South
8986,CA-2015-123092,JG-15115,OFF-BI-10001718,95.9700,5,0.70,-73.5770,2015-12-03,2015-12-07,Standard Class,South
8987,CA-2015-123092,JG-15115,TEC-PH-10001700,105.5840,2,0.20,9.2386,2015-12-03,2015-12-07,Standard Class,South
8988,CA-2015-123092,JG-15115,OFF-AR-10004078,9.3440,2,0.20,1.1680,2015-12-03,2015-12-07,Standard Class,South
8989,US-2015-128587,HM-14860,FUR-FU-10003026,9.6800,2,0.00,3.7752,2015-12-24,2015-12-30,Standard Class,Central
8990,US-2015-128587,HM-14860,TEC-CO-10003763,4899.9300,7,0.00,2302.9671,2015-12-24,2015-12-30,Standard Class,Central
8991,US-2017-139577,TN-21040,TEC-AC-10004708,104.7500,5,0.00,21.9975,2017-10-01,2017-10-06,Standard Class,West
8992,CA-2017-159100,VP-21760,TEC-AC-10003499,18.5280,2,0.20,4.4004,2017-10-16,2017-10-21,Standard Class,South
8993,CA-2017-159100,VP-21760,FUR-TA-10001950,1875.2580,7,0.40,-968.8833,2017-10-16,2017-10-21,Standard Class,South
8994,CA-2014-109043,CS-12355,OFF-PA-10000312,91.3600,5,0.20,29.6920,2014-08-15,2014-08-17,First Class,South
8995,CA-2014-109043,CS-12355,OFF-AP-10004708,152.2400,5,0.20,17.1270,2014-08-15,2014-08-17,First Class,South
8996,US-2017-116491,PG-18820,TEC-PH-10004531,35.1840,2,0.20,12.3144,2017-11-11,2017-11-13,First Class,Central
8997,CA-2017-122763,HG-14845,OFF-PA-10000474,56.7040,2,0.20,19.1376,2017-03-20,2017-03-20,Same Day,Central
8998,CA-2017-122763,HG-14845,OFF-PA-10002377,274.0640,7,0.20,102.7740,2017-03-20,2017-03-20,Same Day,Central
8999,CA-2017-137785,MH-18115,FUR-CH-10001482,458.4300,5,0.30,-124.4310,2017-05-13,2017-05-17,Standard Class,East
9000,CA-2014-133389,TB-21280,OFF-BI-10001553,8.2260,3,0.70,-6.0324,2014-06-22,2014-06-22,Same Day,West
9001,CA-2014-103807,EM-13825,TEC-AC-10000199,5.9500,1,0.00,0.8330,2014-12-02,2014-12-09,Standard Class,South
9002,CA-2014-103807,EM-13825,OFF-PA-10002195,15.2400,3,0.00,7.1628,2014-12-02,2014-12-09,Standard Class,South
9003,CA-2015-102855,JF-15415,TEC-AC-10001767,239.9400,6,0.00,26.3934,2015-04-05,2015-04-06,Same Day,West
9004,CA-2015-102855,JF-15415,OFF-AR-10002467,23.8400,8,0.00,6.4368,2015-04-05,2015-04-06,Same Day,West
9005,CA-2017-107825,NB-18655,OFF-ST-10001321,92.5200,6,0.00,24.9804,2017-11-18,2017-11-18,Same Day,Central
9006,CA-2017-107825,NB-18655,OFF-ST-10000777,37.7600,1,0.00,10.5728,2017-11-18,2017-11-18,Same Day,Central
9007,CA-2017-107825,NB-18655,OFF-LA-10003720,7.3800,2,0.00,3.4686,2017-11-18,2017-11-18,Same Day,Central
9008,CA-2017-107825,NB-18655,FUR-FU-10000206,5.8200,2,0.00,2.7354,2017-11-18,2017-11-18,Same Day,Central
9009,CA-2017-106047,CS-11860,OFF-PA-10000791,3.8160,1,0.20,1.1925,2017-07-12,2017-07-18,Standard Class,East
9010,CA-2017-127803,ND-18460,OFF-BI-10001787,26.1600,4,0.00,12.8184,2017-05-19,2017-05-23,Standard Class,South
9011,CA-2015-137071,ED-13885,TEC-AC-10004353,100.8000,2,0.20,21.4200,2015-12-20,2015-12-21,First Class,Central
9012,CA-2016-121447,EA-14035,FUR-FU-10001861,135.8000,7,0.00,66.5420,2016-02-21,2016-02-22,First Class,East
9013,CA-2017-143084,BP-11050,OFF-AR-10002766,13.9000,5,0.00,3.7530,2017-03-18,2017-03-22,Standard Class,West
9014,CA-2017-143084,BP-11050,OFF-EN-10003072,19.4000,5,0.00,9.3120,2017-03-18,2017-03-22,Standard Class,West
9015,CA-2016-131639,NS-18640,OFF-BI-10001636,13.4880,2,0.20,4.3836,2016-12-17,2016-12-23,Standard Class,West
9016,CA-2016-131639,NS-18640,OFF-BI-10000948,11.4160,1,0.20,3.8529,2016-12-17,2016-12-23,Standard Class,West
9017,CA-2016-161361,MV-17485,OFF-PA-10001838,17.6400,3,0.00,8.6436,2016-03-26,2016-03-28,Second Class,West
9018,CA-2016-161361,MV-17485,OFF-BI-10002215,17.0400,3,0.20,5.5380,2016-03-26,2016-03-28,Second Class,West
9019,CA-2014-100706,LE-16810,TEC-AC-10001314,99.9800,2,0.00,7.9984,2014-12-16,2014-12-18,Second Class,South
9020,CA-2014-100706,LE-16810,FUR-FU-10002268,29.4600,6,0.00,9.7218,2014-12-16,2014-12-18,Second Class,South
9021,CA-2015-129525,VP-21760,OFF-BI-10002133,166.9200,13,0.70,-116.8440,2015-11-15,2015-11-20,Standard Class,East
9022,US-2016-141880,TC-21475,FUR-FU-10001979,98.3280,3,0.20,9.8328,2016-08-22,2016-08-23,First Class,West
9023,CA-2015-165799,SG-20470,FUR-CH-10001482,117.8820,1,0.10,1.3098,2015-06-29,2015-07-02,First Class,East
9024,CA-2016-102127,VP-21760,TEC-AC-10002018,20.9700,3,0.00,9.0171,2016-06-26,2016-07-02,Standard Class,East
9025,CA-2016-102127,VP-21760,TEC-AC-10000397,139.9600,4,0.00,9.7972,2016-06-26,2016-07-02,Standard Class,East
9026,CA-2016-102127,VP-21760,FUR-FU-10003976,37.7400,3,0.00,12.8316,2016-06-26,2016-07-02,Standard Class,East
9027,US-2016-152415,PO-18865,FUR-FU-10002597,14.8200,3,0.00,6.2244,2016-09-17,2016-09-22,Standard Class,East
9028,US-2016-152415,PO-18865,FUR-FU-10004864,191.8200,3,0.00,61.3824,2016-09-17,2016-09-22,Standard Class,East
9029,CA-2014-138198,JL-15130,OFF-BI-10002103,13.9040,2,0.20,4.5188,2014-07-18,2014-07-23,Standard Class,East
9030,CA-2017-128041,RW-19540,OFF-AP-10001005,314.6000,4,0.00,103.8180,2017-09-01,2017-09-01,Same Day,West
9031,CA-2017-128041,RW-19540,FUR-TA-10002607,283.5600,4,0.00,45.3696,2017-09-01,2017-09-01,Same Day,West
9032,CA-2017-105823,RB-19465,FUR-CH-10000454,487.9600,2,0.00,146.3880,2017-06-22,2017-06-26,Standard Class,Central
9033,CA-2014-152268,SC-20095,OFF-BI-10001359,1793.9800,2,0.00,843.1706,2014-09-02,2014-09-07,Standard Class,South
9034,CA-2015-148873,EM-13960,OFF-BI-10003196,2.9920,4,0.80,-4.4880,2015-10-01,2015-10-05,Standard Class,Central
9035,CA-2015-148873,EM-13960,TEC-AC-10003657,108.7680,4,0.20,2.7192,2015-10-01,2015-10-05,Standard Class,Central
9036,CA-2015-166492,RP-19390,OFF-PA-10002262,25.9200,4,0.00,12.4416,2015-04-07,2015-04-10,First Class,East
9037,CA-2015-166492,RP-19390,OFF-ST-10002214,22.5800,2,0.00,5.8708,2015-04-07,2015-04-10,First Class,East
9038,CA-2017-157420,HZ-14950,TEC-PH-10003555,55.1760,3,0.20,-12.4146,2017-11-21,2017-11-21,Same Day,Central
9039,CA-2016-117121,AB-10105,OFF-BI-10000545,9892.7400,13,0.00,4946.3700,2016-12-17,2016-12-21,Standard Class,Central
9040,CA-2014-138177,ND-18460,FUR-TA-10004607,73.9150,1,0.50,-45.8273,2014-09-19,2014-09-24,Standard Class,West
9041,CA-2014-114335,XP-21865,FUR-FU-10000277,337.0880,4,0.20,16.8544,2014-09-28,2014-10-03,Standard Class,South
9042,CA-2015-168760,MM-18280,OFF-AP-10004532,61.4400,3,0.00,16.5888,2015-09-22,2015-09-26,Second Class,West
9043,CA-2016-168830,ML-17395,TEC-AC-10003911,479.9700,3,0.00,163.1898,2016-11-07,2016-11-13,Standard Class,West
9044,CA-2017-137463,KM-16225,OFF-BI-10003196,5.9840,2,0.20,2.2440,2017-12-16,2017-12-20,Second Class,West
9045,CA-2017-137463,KM-16225,TEC-AC-10000358,189.9500,5,0.00,45.5880,2017-12-16,2017-12-20,Second Class,West
9046,CA-2017-137463,KM-16225,TEC-AC-10000057,149.9500,5,0.00,31.4895,2017-12-16,2017-12-20,Second Class,West
9047,CA-2017-137463,KM-16225,OFF-AR-10001988,29.9500,5,0.00,8.6855,2017-12-16,2017-12-20,Second Class,West
9048,CA-2017-137463,KM-16225,OFF-LA-10003498,44.4000,3,0.00,22.2000,2017-12-16,2017-12-20,Second Class,West
9049,CA-2014-124513,SL-20155,OFF-AR-10002956,66.0300,3,0.00,17.1678,2014-09-21,2014-09-25,Standard Class,East
9050,CA-2015-165554,AJ-10780,OFF-PA-10003724,10.8600,2,0.00,5.3214,2015-05-18,2015-05-22,Standard Class,West
9051,CA-2014-141838,DK-12835,OFF-AR-10004272,3.3600,2,0.00,0.8400,2014-03-26,2014-03-31,Second Class,West
9052,CA-2014-141838,DK-12835,OFF-BI-10003291,27.9360,4,0.20,9.4284,2014-03-26,2014-03-31,Second Class,West
9053,CA-2014-141838,DK-12835,TEC-PH-10004100,28.7840,2,0.20,2.8784,2014-03-26,2014-03-31,Second Class,West
9054,CA-2017-117009,BK-11260,OFF-SU-10001218,21.9600,2,0.00,6.1488,2017-09-22,2017-09-28,Standard Class,West
9055,CA-2015-128993,CC-12670,TEC-AC-10004209,21.9800,2,0.00,8.5722,2015-09-12,2015-09-17,Second Class,West
9056,CA-2015-160227,ED-13885,FUR-CH-10002073,2621.3220,11,0.10,553.3902,2015-11-02,2015-11-04,First Class,East
9057,CA-2015-149097,SV-20785,FUR-FU-10003424,74.7600,7,0.00,23.9232,2015-10-20,2015-10-24,Standard Class,West
9058,CA-2015-149097,SV-20785,FUR-TA-10001086,364.7760,3,0.20,27.3582,2015-10-20,2015-10-24,Standard Class,West
9059,CA-2016-132304,AR-10825,FUR-TA-10004619,1115.1700,7,0.00,334.5510,2016-06-14,2016-06-18,Standard Class,West
9060,CA-2015-136420,CS-12250,OFF-BI-10002854,89.6960,4,0.20,33.6360,2015-11-20,2015-11-21,First Class,West
9061,CA-2015-136420,CS-12250,OFF-LA-10002762,50.1200,4,0.00,23.5564,2015-11-20,2015-11-21,First Class,West
9062,CA-2016-101623,RR-19525,OFF-FA-10003495,36.4800,6,0.00,18.2400,2016-02-28,2016-03-06,Standard Class,East
9063,US-2014-151015,BD-11500,OFF-PA-10002581,322.1920,13,0.20,100.6850,2014-10-14,2014-10-20,Standard Class,Central
9064,US-2014-151015,BD-11500,OFF-BI-10000343,2.9460,3,0.80,-4.8609,2014-10-14,2014-10-20,Standard Class,Central
9065,US-2014-151015,BD-11500,OFF-PA-10001184,19.1360,4,0.20,6.9368,2014-10-14,2014-10-20,Standard Class,Central
9066,CA-2017-152968,BM-11785,TEC-AC-10000521,23.0800,2,0.00,6.9240,2017-05-26,2017-05-30,Standard Class,South
9067,CA-2016-150077,MS-17365,TEC-PH-10002890,90.4800,2,0.00,23.5248,2016-02-04,2016-02-10,Standard Class,East
9068,CA-2016-106278,BM-11140,FUR-CH-10003061,215.9760,3,0.20,-2.6997,2016-09-02,2016-09-05,Second Class,West
9069,CA-2016-106278,BM-11140,OFF-EN-10003567,65.9400,3,0.00,30.9918,2016-09-02,2016-09-05,Second Class,West
9070,CA-2017-147550,KE-16420,FUR-FU-10001918,11.3520,3,0.20,2.6961,2017-12-04,2017-12-05,First Class,East
9071,CA-2015-136105,SZ-20035,OFF-ST-10002444,24.5600,2,0.00,6.8768,2015-06-12,2015-06-16,Standard Class,Central
9072,CA-2016-142524,MB-18085,OFF-EN-10003286,16.5600,2,0.00,7.7832,2016-09-04,2016-09-08,Standard Class,Central
9073,CA-2016-142524,MB-18085,TEC-AC-10000109,279.9500,5,0.00,67.1880,2016-09-04,2016-09-08,Standard Class,Central
9074,CA-2014-136336,DB-13555,OFF-ST-10002574,828.8400,6,0.00,0.0000,2014-04-21,2014-04-26,Standard Class,South
9075,US-2015-136259,CB-12415,OFF-BI-10000773,7.2180,3,0.70,-5.5338,2015-11-05,2015-11-08,First Class,East
9076,US-2015-136259,CB-12415,OFF-SU-10004661,27.2000,4,0.20,2.0400,2015-11-05,2015-11-08,First Class,East
9077,US-2014-124625,SP-20650,TEC-AC-10003280,89.9700,3,0.00,18.8937,2014-11-03,2014-11-07,Standard Class,Central
9078,CA-2016-108105,GW-14605,FUR-FU-10003773,318.0800,4,0.00,34.9888,2016-02-16,2016-02-23,Standard Class,South
9079,CA-2016-108105,GW-14605,OFF-BI-10002412,5.8000,1,0.00,2.6100,2016-02-16,2016-02-23,Standard Class,South
9080,CA-2017-166898,KH-16630,TEC-PH-10002564,143.9520,6,0.20,17.9940,2017-09-11,2017-09-13,Second Class,West
9081,CA-2017-166898,KH-16630,OFF-PA-10002262,19.4400,3,0.00,9.3312,2017-09-11,2017-09-13,Second Class,West
9082,CA-2017-169005,BG-11035,OFF-AR-10000246,5.5600,2,0.00,1.4456,2017-11-02,2017-11-06,Standard Class,South
9083,CA-2015-104038,LO-17170,OFF-ST-10002554,146.7300,3,0.00,2.9346,2015-02-06,2015-02-08,First Class,South
9084,CA-2015-104038,LO-17170,OFF-PA-10002751,29.9000,5,0.00,13.4550,2015-02-06,2015-02-08,First Class,South
9085,CA-2016-126102,DV-13465,OFF-BI-10004318,276.7840,2,0.20,89.9548,2016-09-10,2016-09-12,Second Class,West
9086,CA-2016-143406,LR-17035,OFF-AP-10001564,93.0320,2,0.80,-251.1864,2016-09-26,2016-09-30,Standard Class,Central
9087,CA-2016-143406,LR-17035,FUR-CH-10000513,454.9650,5,0.30,-136.4895,2016-09-26,2016-09-30,Standard Class,Central
9088,CA-2015-150308,RR-19525,TEC-PH-10001433,246.1680,3,0.20,21.5397,2015-12-15,2015-12-20,Standard Class,South
9089,CA-2016-131093,TS-21610,OFF-ST-10002790,295.4000,5,0.20,-62.7725,2016-09-17,2016-09-20,Second Class,East
9090,US-2017-148831,AH-10210,OFF-ST-10002974,348.5600,8,0.00,104.5680,2017-10-13,2017-10-15,First Class,South
9091,CA-2015-162950,DW-13585,OFF-PA-10003177,15.5520,3,0.20,5.4432,2015-06-28,2015-07-03,Second Class,East
9092,CA-2015-162950,DW-13585,FUR-BO-10001918,482.9400,6,0.50,-376.6932,2015-06-28,2015-07-03,Second Class,East
9093,US-2015-132836,AJ-10945,TEC-PH-10001299,299.9800,2,0.00,83.9944,2015-06-01,2015-06-05,Standard Class,Central
9094,US-2015-132836,AJ-10945,OFF-BI-10004224,403.6800,6,0.00,181.6560,2015-06-01,2015-06-05,Standard Class,Central
9095,US-2015-132836,AJ-10945,TEC-PH-10001300,41.9000,2,0.00,11.7320,2015-06-01,2015-06-05,Standard Class,Central
9096,US-2015-132836,AJ-10945,OFF-LA-10004178,28.9100,7,0.00,13.2986,2015-06-01,2015-06-05,Standard Class,Central
9097,US-2014-158365,SV-20785,OFF-PA-10000289,32.4000,5,0.00,15.5520,2014-04-12,2014-04-17,Standard Class,Central
9098,CA-2017-152933,MG-17650,TEC-PH-10002085,369.5440,7,0.20,27.7158,2017-10-12,2017-10-16,Standard Class,Central
9099,CA-2017-152933,MG-17650,OFF-PA-10001934,10.3680,2,0.20,3.7584,2017-10-12,2017-10-16,Standard Class,Central
9100,CA-2017-152933,MG-17650,TEC-AC-10003033,791.8800,3,0.20,128.6805,2017-10-12,2017-10-16,Standard Class,Central
9101,CA-2015-163181,AB-10105,OFF-AR-10001683,23.6400,3,0.20,5.3190,2015-11-07,2015-11-12,Standard Class,Central
9102,CA-2015-163181,AB-10105,OFF-ST-10001713,84.7840,2,0.20,-16.9568,2015-11-07,2015-11-12,Standard Class,Central
9103,CA-2015-163181,AB-10105,FUR-FU-10000193,64.9600,5,0.60,-84.4480,2015-11-07,2015-11-12,Standard Class,Central
9104,CA-2015-163181,AB-10105,OFF-BI-10000474,32.0600,10,0.80,-51.2960,2015-11-07,2015-11-12,Standard Class,Central
9105,CA-2015-163181,AB-10105,OFF-ST-10000129,177.6480,2,0.20,-28.8678,2015-11-07,2015-11-12,Standard Class,Central
9106,CA-2015-163181,AB-10105,TEC-MA-10001016,287.9100,3,0.40,33.5895,2015-11-07,2015-11-12,Standard Class,Central
9107,CA-2015-132941,MM-18280,OFF-SU-10002557,22.3680,2,0.20,1.6776,2015-05-25,2015-05-28,First Class,Central
9108,CA-2015-132941,MM-18280,OFF-PA-10002160,32.3680,7,0.20,11.7334,2015-05-25,2015-05-28,First Class,Central
9109,CA-2015-132941,MM-18280,TEC-AC-10003095,207.9840,2,0.20,36.3972,2015-05-25,2015-05-28,First Class,Central
9110,CA-2014-132010,MA-17995,OFF-EN-10003160,36.4000,5,0.00,17.4720,2014-10-13,2014-10-15,First Class,South
9111,CA-2014-132010,MA-17995,TEC-AC-10001542,22.9600,2,0.00,4.3624,2014-10-13,2014-10-15,First Class,South
9112,CA-2014-132010,MA-17995,OFF-ST-10003641,315.2000,4,0.00,6.3040,2014-10-13,2014-10-15,First Class,South
9113,CA-2014-132010,MA-17995,OFF-BI-10002432,15.1800,3,0.00,7.1346,2014-10-13,2014-10-15,First Class,South
9114,CA-2016-135461,EB-13975,TEC-PH-10004094,623.9600,5,0.20,38.9975,2016-02-07,2016-02-10,Second Class,West
9115,CA-2017-153045,NS-18505,TEC-PH-10001817,429.6000,2,0.40,-93.0800,2017-01-19,2017-01-24,Second Class,East
9116,CA-2017-153045,NS-18505,FUR-FU-10002759,31.9680,2,0.20,6.3936,2017-01-19,2017-01-24,Second Class,East
9117,CA-2017-153045,NS-18505,FUR-CH-10000309,887.2710,3,0.30,-63.3765,2017-01-19,2017-01-24,Second Class,East
9118,CA-2017-153045,NS-18505,OFF-PA-10003673,21.6960,4,0.20,7.0512,2017-01-19,2017-01-24,Second Class,East
9119,US-2016-155971,RB-19795,OFF-LA-10000452,22.0500,7,0.00,10.5840,2016-06-06,2016-06-12,Standard Class,West
9120,US-2016-155971,RB-19795,OFF-PA-10000210,99.9000,5,0.00,46.9530,2016-06-06,2016-06-12,Standard Class,West
9121,CA-2017-122007,JK-15325,OFF-AP-10000358,90.8600,7,0.00,26.3494,2017-03-18,2017-03-20,Second Class,West
9122,CA-2017-162250,PR-18880,OFF-PA-10002137,7.7800,1,0.00,3.5010,2017-11-24,2017-11-24,Same Day,West
9123,US-2016-158288,EH-13945,OFF-BI-10003364,78.7590,9,0.70,-57.7566,2016-11-26,2016-11-28,Second Class,East
9124,CA-2016-128916,MA-17560,FUR-FU-10001940,9.5520,3,0.60,-3.8208,2016-08-18,2016-08-20,Second Class,Central
9125,CA-2016-128916,MA-17560,FUR-FU-10000320,5.3440,4,0.60,-2.1376,2016-08-18,2016-08-20,Second Class,Central
9126,CA-2015-157028,MA-17995,OFF-AR-10004441,8.2800,2,0.00,3.4776,2015-11-28,2015-12-03,Standard Class,West
9127,CA-2017-112473,JL-15505,OFF-ST-10002182,50.1360,3,0.20,-11.2806,2017-05-25,2017-06-01,Standard Class,Central
9128,US-2017-147655,AS-10045,OFF-BI-10002931,88.0740,7,0.70,-58.7160,2017-09-04,2017-09-05,First Class,West
9129,CA-2016-130911,DC-12850,FUR-BO-10004357,301.4700,3,0.50,-241.1760,2016-03-24,2016-03-26,Second Class,East
9130,CA-2016-130911,DC-12850,OFF-AR-10000475,18.6560,2,0.20,1.6324,2016-03-24,2016-03-26,Second Class,East
9131,CA-2017-100055,MD-17860,FUR-FU-10001473,27.4600,2,0.00,9.8856,2017-05-28,2017-06-01,Standard Class,East
9132,CA-2017-100055,MD-17860,OFF-AP-10001469,125.1300,3,0.00,36.2877,2017-05-28,2017-06-01,Standard Class,East
9133,CA-2015-157805,RH-19510,TEC-PH-10004447,555.9600,5,0.20,41.6970,2015-08-31,2015-09-04,Standard Class,West
